TRANSACTION_AMOUNT,TRANSACTION_DATE,DEVICE_ID,IP_ADDRESS,TRANSACTION_TYPE,AGE,OCCUPATION,TRANSACTION_DURATION,LOGIN_ATTEMPTS,ACCOUNT_BALANCE,PREVIOUS_TRANSACTION_DATE
173.5,23-10-2023 17:16,D000235,32.13.122.242,ATM,21,Student,282,1,1306.91,04-11-2024 08:11
78.33,31-07-2023 16:13,D000191,85.240.254.83,Online,56,Engineer,189,1,7255.33,04-11-2024 08:08
40.66,01-01-2024 16:08,D000214,148.25.159.90,Branch,59,Retired,156,1,1153.84,04-11-2024 08:11
97.22,20-02-2023 17:30,D000507,188.205.152.176,Branch,77,Retired,55,1,6647.73,04-11-2024 08:11
34.07,06-11-2023 17:22,D000158,29.168.185.63,Branch,22,Student,81,1,8709.77,04-11-2024 08:07
492.06,19-10-2023 16:14,D000411,60.166.231.236,Online,23,Student,74,1,857.9,04-11-2024 08:09
842.01,12-09-2023 16:43,D000209,62.152.134.92,Online,53,Doctor,185,1,509.45,04-11-2024 08:08
73.55,09-01-2023 16:09,D000210,196.121.240.10,ATM,51,Engineer,158,1,2812.06,04-11-2024 08:11
760.53,04-09-2023 18:13,D000651,177.116.108.246,Online,57,Engineer,118,1,6179.91,04-11-2024 08:09
273.08,30-01-2023 16:09,D000534,150.231.20.169,Branch,26,Engineer,134,1,6609.3,04-11-2024 08:07
371.69,22-12-2023 16:27,D000374,124.180.225.109,Branch,67,Retired,143,1,3484.32,04-11-2024 08:09
218.96,30-08-2023 16:11,D000556,52.196.112.199,ATM,18,Student,13,1,754.21,04-11-2024 08:10
227.39,25-12-2023 16:58,D000207,96.115.67.230,Online,18,Student,65,1,751.09,04-11-2024 08:11
237.99,08-05-2023 16:45,D000563,168.55.35.243,Branch,39,Doctor,86,1,8510.09,04-11-2024 08:11
186.6,04-07-2023 16:27,D000149,52.1.78.30,Online,58,Doctor,13,1,1508.72,04-11-2024 08:06
341.15,13-02-2023 17:18,D000453,6.44.165.160,Online,18,Student,148,1,511.37,04-11-2024 08:10
434.58,06-09-2023 16:28,D000136,80.92.209.207,ATM,59,Doctor,215,1,12648.32,04-11-2024 08:08
312.88,26-05-2023 18:12,D000503,201.114.165.141,Branch,54,Engineer,44,1,233.21,04-11-2024 08:07
75.15,18-09-2023 17:31,D000014,135.29.211.116,ATM,23,Student,154,1,1092.92,04-11-2024 08:11
23.3,14-08-2023 18:13,D000385,111.226.226.202,ATM,59,Engineer,161,1,6711.15,04-11-2024 08:08
47.38,08-02-2023 18:18,D000388,150.231.20.169,Online,25,Student,61,1,459.37,04-11-2024 08:07
512.81,19-07-2023 16:57,D000611,82.75.200.117,Branch,79,Retired,30,1,6994.34,04-11-2024 08:11
488.15,31-07-2023 16:01,D000257,81.102.230.41,Branch,43,Engineer,168,1,7071.09,04-11-2024 08:11
12.82,05-04-2023 18:37,D000482,152.234.65.155,ATM,44,Engineer,156,1,9045.19,04-11-2024 08:08
66.9,17-04-2023 16:50,D000221,138.210.196.19,Online,79,Retired,129,4,5238.71,04-11-2024 08:10
535.91,07-07-2023 16:38,D000583,104.80.232.55,Online,43,Engineer,22,1,9642.12,04-11-2024 08:10
270.72,03-07-2023 18:01,D000508,26.240.219.199,Online,26,Engineer,53,1,6263.96,04-11-2024 08:11
97.98,06-02-2023 16:09,D000470,211.42.9.0,Branch,72,Retired,18,1,7460.33,04-11-2024 08:08
196.08,25-08-2023 16:52,D000623,198.73.211.114,Online,61,Retired,98,1,4233.82,04-11-2024 08:06
251.18,01-06-2023 16:51,D000056,134.222.122.238,ATM,42,Engineer,246,1,8303.9,04-11-2024 08:07
44.52,28-03-2023 18:30,D000618,89.21.156.229,Online,28,Student,205,1,314.28,04-11-2024 08:10
178.87,23-05-2023 16:03,D000663,134.247.5.188,Online,35,Doctor,180,1,5241.23,04-11-2024 08:10
1176.28,20-12-2023 16:08,D000476,50.202.8.53,ATM,54,Engineer,174,5,323.69,04-11-2024 08:11
386.68,31-10-2023 16:48,D000453,207.157.126.125,Branch,46,Doctor,128,1,6863.06,04-11-2024 08:06
167.14,24-04-2023 18:33,D000231,125.89.163.224,Online,76,Retired,20,1,3877.73,04-11-2024 08:06
345.22,05-09-2023 16:55,D000217,164.75.163.220,Branch,69,Retired,253,1,4046.58,04-11-2024 08:07
74.85,25-12-2023 17:19,D000526,191.82.103.198,ATM,72,Retired,117,1,2409.73,04-11-2024 08:11
671.73,16-10-2023 16:15,D000641,112.56.160.202,Branch,58,Engineer,54,1,5211.88,04-11-2024 08:12
255.04,23-11-2023 16:15,D000206,98.39.212.221,ATM,45,Engineer,152,1,6217.86,04-11-2024 08:11
45.77,09-02-2023 17:50,D000484,85.239.236.80,Online,25,Student,109,1,5978.12,04-11-2024 08:08
329.69,09-01-2023 16:54,D000278,146.69.70.214,Online,26,Student,66,1,1671.66,04-11-2024 08:09
362.04,10-07-2023 16:37,D000145,52.1.78.30,Branch,58,Doctor,198,2,8421.88,04-11-2024 08:08
11.92,09-10-2023 17:48,D000678,192.95.36.246,Branch,53,Doctor,52,1,14611.9,04-11-2024 08:11
47.42,19-12-2023 16:46,D000249,41.0.10.107,ATM,64,Doctor,28,1,8253.52,04-11-2024 08:08
35.99,19-01-2023 16:14,D000270,162.207.77.170,Branch,63,Retired,129,1,4489.79,04-11-2024 08:09
151.19,05-05-2023 16:04,D000658,217.233.219.196,Branch,37,Doctor,96,1,11903.82,04-11-2024 08:11
242.62,10-07-2023 16:40,D000332,138.87.180.254,Online,22,Student,234,1,483.02,04-11-2024 08:07
48.72,29-09-2023 18:54,D000567,158.135.64.240,Branch,21,Student,17,1,816.08,04-11-2024 08:07
43.46,21-07-2023 17:02,D000263,21.190.11.223,ATM,25,Student,80,1,578.06,04-11-2024 08:10
1036.21,21-07-2023 18:54,D000129,93.218.115.132,Online,25,Student,126,1,477.3,04-11-2024 08:12
443.79,09-10-2023 18:28,D000407,198.39.35.23,ATM,53,Retired,87,1,3133.85,04-11-2024 08:11
365.14,01-12-2023 18:46,D000640,173.232.121.213,Online,68,Retired,57,1,5894.09,04-11-2024 08:07
757.41,05-05-2023 16:31,D000383,125.89.163.224,ATM,22,Student,37,1,9532.42,04-11-2024 08:09
20.54,21-08-2023 18:09,D000348,171.101.134.74,Branch,51,Engineer,72,1,5327.03,04-11-2024 08:07
475.36,02-10-2023 16:03,D000540,132.127.5.187,ATM,34,Engineer,105,1,2000.6,04-11-2024 08:06
34.74,26-06-2023 16:40,D000320,82.88.241.226,ATM,56,Retired,24,1,6827.57,04-11-2024 08:11
689.54,06-03-2023 16:46,D000395,89.6.100.149,Branch,27,Student,93,1,1633.76,04-11-2024 08:08
211.18,16-10-2023 16:09,D000428,64.89.183.39,ATM,73,Retired,90,1,4069.17,04-11-2024 08:11
211.36,21-11-2023 16:23,D000700,63.67.150.226,Branch,51,Engineer,286,1,7943.47,04-11-2024 08:11
744.41,31-07-2023 16:35,D000115,24.181.236.233,Online,39,Engineer,107,1,8842.47,04-11-2024 08:11
61.43,29-06-2023 16:16,D000084,14.200.197.126,Online,24,Student,170,1,1882.77,04-11-2024 08:08
167.44,25-09-2023 16:11,D000483,166.7.230.111,Branch,37,Doctor,82,1,12526.71,04-11-2024 08:10
361.46,07-04-2023 17:23,D000169,171.150.178.172,Online,21,Student,83,1,4737.84,04-11-2024 08:10
378.85,16-06-2023 17:21,D000043,192.95.36.246,Branch,78,Retired,126,1,2300.53,04-11-2024 08:09
241.11,16-06-2023 16:41,D000443,195.164.171.146,Branch,30,Doctor,55,1,12385.05,04-11-2024 08:10
131.93,11-09-2023 17:31,D000245,216.32.4.105,Branch,31,Engineer,13,1,4547.06,04-11-2024 08:06
20.28,19-07-2023 17:42,D000585,150.83.4.238,Online,36,Engineer,213,1,2047.83,04-11-2024 08:10
415.88,27-04-2023 17:30,D000146,152.140.239.181,Branch,70,Doctor,170,1,10008.33,04-11-2024 08:08
49.99,09-02-2023 17:53,D000668,155.140.33.42,ATM,62,Retired,139,1,2299.64,04-11-2024 08:08
1221.65,27-09-2023 16:55,D000098,83.207.115.164,Online,27,Student,153,1,243.92,04-11-2024 08:10
100.66,16-06-2023 18:58,D000511,86.220.59.252,Branch,50,Doctor,144,1,14473.33,04-11-2024 08:11
485.54,08-12-2023 16:47,D000343,121.67.144.20,Online,19,Student,148,1,1533.32,04-11-2024 08:11
321.15,10-02-2023 17:06,D000151,200.164.13.160,Branch,46,Doctor,179,1,7005.05,04-11-2024 08:06
711.3,26-06-2023 18:57,D000581,109.42.41.157,Branch,21,Student,51,1,955.4,04-11-2024 08:09
12.23,12-10-2023 16:02,D000177,23.92.205.75,ATM,42,Engineer,139,1,7844.88,04-11-2024 08:07
350.94,30-10-2023 17:17,D000154,100.137.90.188,ATM,20,Student,64,1,221.56,04-11-2024 08:10
301.85,18-04-2023 17:43,D000433,55.154.161.250,Online,54,Engineer,25,1,6586.19,04-11-2024 08:10
29.34,09-03-2023 17:37,D000029,40.198.240.246,Online,65,Retired,30,1,3944.82,04-11-2024 08:11
231.71,24-04-2023 17:01,D000315,26.105.49.129,Branch,27,Student,148,1,1127.98,04-11-2024 08:07
179.43,11-08-2023 18:20,D000421,189.198.67.252,ATM,58,Retired,244,1,2626.63,04-11-2024 08:10
36.71,30-01-2023 17:11,D000671,166.7.230.111,Branch,48,Doctor,55,1,6459.38,04-11-2024 08:11
138.12,11-04-2023 17:18,D000182,45.182.28.148,Branch,53,Doctor,281,1,1649.69,04-11-2024 08:11
233.24,17-04-2023 16:56,D000351,45.241.13.208,ATM,33,Engineer,72,1,6939.23,04-11-2024 08:07
609.14,23-11-2023 16:09,D000224,201.113.165.203,ATM,39,Engineer,177,1,9033.87,04-11-2024 08:11
436.64,25-12-2023 17:46,D000683,38.210.156.148,Branch,31,Doctor,111,1,14365.18,04-11-2024 08:08
870.43,31-05-2023 16:54,D000427,178.34.103.183,Branch,29,Doctor,55,1,10115.18,04-11-2024 08:07
354.4,06-11-2023 17:23,D000416,87.234.36.48,ATM,74,Retired,128,1,7358.65,04-11-2024 08:10
22.63,20-02-2023 17:28,D000488,165.114.224.47,Online,53,Engineer,112,1,4438.03,04-11-2024 08:10
182.19,19-06-2023 16:36,D000101,157.130.28.27,Branch,26,Student,53,1,1176.1,04-11-2024 08:06
126.81,30-10-2023 16:58,D000693,57.232.212.116,Branch,26,Engineer,290,1,5427.98,04-11-2024 08:12
288.17,08-09-2023 16:48,D000399,143.212.47.226,Online,37,Engineer,50,1,3653.11,04-11-2024 08:10
118.77,02-10-2023 17:44,D000310,104.80.232.55,Branch,55,Engineer,123,1,2104.82,04-11-2024 08:10
651.82,14-04-2023 17:59,D000280,138.181.222.38,ATM,21,Student,166,1,1802.77,04-11-2024 08:07
66.65,17-10-2023 16:58,D000398,120.170.93.69,ATM,37,Engineer,33,1,3559.96,04-11-2024 08:11
98.53,16-01-2023 16:31,D000684,119.163.214.161,Branch,69,Retired,166,1,3564.8,04-11-2024 08:11
138.95,02-06-2023 16:48,D000675,104.155.121.252,Online,71,Retired,30,1,6752.92,04-11-2024 08:08
33.89,10-11-2023 16:10,D000588,14.105.144.122,Branch,26,Student,177,1,1444.75,04-11-2024 08:11
23.71,18-09-2023 16:04,D000284,2.61.10.58,Branch,58,Doctor,164,1,10788.89,04-11-2024 08:09
1830,01-03-2023 16:31,D000436,62.27.235.199,Online,55,Engineer,238,1,2235.7,04-11-2024 08:11
26.06,21-12-2023 17:01,D000689,140.212.253.222,ATM,65,Doctor,283,1,12893.63,04-11-2024 08:12
17.07,01-05-2023 17:17,D000597,47.82.77.181,Branch,27,Engineer,44,1,2798.15,04-11-2024 08:11
703.89,22-09-2023 16:42,D000473,48.19.99.211,Online,46,Engineer,62,1,3583.67,04-11-2024 08:06
1271.9,28-08-2023 16:43,D000312,210.136.14.108,ATM,47,Engineer,155,1,2120.8,04-11-2024 08:09
26.55,20-09-2023 17:25,D000112,91.204.200.167,ATM,77,Retired,228,1,3085.38,04-11-2024 08:07
147.4,09-06-2023 16:10,D000283,92.214.76.157,Branch,42,Engineer,259,1,6797.71,04-11-2024 08:07
202.11,30-03-2023 16:09,D000072,59.208.79.116,ATM,27,Student,18,1,746.47,04-11-2024 08:10
308.42,02-05-2023 16:14,D000276,76.0.164.168,Branch,75,Retired,39,1,5427.81,04-11-2024 08:06
11.18,27-02-2023 16:39,D000609,176.96.83.253,ATM,53,Engineer,144,1,7467.3,04-11-2024 08:10
294.15,02-02-2023 16:19,D000504,112.86.148.212,Online,38,Engineer,136,1,6362.16,04-11-2024 08:07
29.58,30-10-2023 17:54,D000230,173.252.44.183,Branch,54,Engineer,121,1,8345.26,04-11-2024 08:11
139.45,10-07-2023 16:43,D000139,77.7.223.184,Online,27,Student,31,1,1305.76,04-11-2024 08:10
432.63,30-06-2023 17:10,D000469,116.237.223.50,ATM,29,Doctor,137,1,13648.36,04-11-2024 08:10
131.43,01-02-2023 18:47,D000391,77.7.223.184,Online,43,Doctor,65,1,1337.5,04-11-2024 08:12
516.72,09-10-2023 18:43,D000489,197.187.216.106,ATM,42,Engineer,128,1,2015.69,04-11-2024 08:11
121.82,07-02-2023 17:20,D000095,186.54.68.246,Online,69,Doctor,123,3,8354.54,04-11-2024 08:08
374.5,24-07-2023 16:45,D000045,9.230.41.239,Branch,26,Student,178,1,1671.51,04-11-2024 08:08
166.13,06-09-2023 17:01,D000473,29.168.185.63,ATM,68,Doctor,227,1,11822.53,04-11-2024 08:12
626.9,10-10-2023 16:42,D000686,59.12.96.11,ATM,23,Student,146,1,587.11,04-11-2024 08:11
466.85,17-07-2023 16:57,D000016,136.104.90.223,Branch,56,Retired,165,1,5422.53,04-11-2024 08:09
788.84,17-05-2023 17:00,D000402,4.105.134.118,Online,58,Retired,231,1,1913.73,04-11-2024 08:09
873.65,23-03-2023 16:38,D000414,214.247.164.80,Online,37,Doctor,59,1,12139.83,04-11-2024 08:09
525.28,03-04-2023 16:37,D000564,70.130.169.235,ATM,69,Retired,134,1,4693.6,04-11-2024 08:09
110.17,07-09-2023 16:08,D000046,156.235.3.171,ATM,30,Engineer,137,1,464.2,04-11-2024 08:12
632.69,12-09-2023 16:28,D000455,211.97.88.141,ATM,80,Retired,76,1,4363.74,04-11-2024 08:09
124.35,08-12-2023 16:39,D000082,49.20.211.229,ATM,72,Retired,90,1,3319.76,04-11-2024 08:11
43.85,13-03-2023 16:25,D000092,117.67.192.211,ATM,62,Retired,122,1,4356.98,04-11-2024 08:07
283.81,09-03-2023 16:31,D000364,64.57.44.102,Branch,28,Student,29,1,1519.35,04-11-2024 08:10
168.53,14-06-2023 16:30,D000602,157.164.245.130,ATM,71,Retired,112,1,5962.58,04-11-2024 08:12
218.59,27-11-2023 16:43,D000004,72.192.101.196,Branch,40,Engineer,123,1,6699.23,04-11-2024 08:07
132.84,21-08-2023 16:28,D000244,147.114.91.132,ATM,21,Student,143,1,822.73,04-11-2024 08:08
157.37,15-11-2023 16:54,D000001,66.23.166.248,Branch,42,Doctor,289,1,13964.31,04-11-2024 08:10
144.77,17-07-2023 16:48,D000194,57.166.147.242,Online,20,Student,159,1,867.32,04-11-2024 08:10
643.22,03-05-2023 17:04,D000248,175.166.115.182,ATM,64,Doctor,93,1,1035.86,04-11-2024 08:07
1392.54,20-11-2023 16:51,D000113,63.67.150.226,Branch,41,Doctor,297,1,13347.69,04-11-2024 08:09
208.07,10-07-2023 16:51,D000084,157.164.245.130,Online,32,Doctor,36,1,8478.9,04-11-2024 08:11
94.3,25-12-2023 17:53,D000446,198.39.35.23,Branch,57,Doctor,57,1,11088.95,04-11-2024 08:08
295.5,23-11-2023 18:00,D000445,137.135.250.168,ATM,59,Retired,36,1,6280.66,04-11-2024 08:07
30.23,06-11-2023 17:53,D000406,134.247.5.188,ATM,44,Doctor,99,1,481.13,04-11-2024 08:12
112.05,26-10-2023 16:16,D000156,116.44.12.250,ATM,26,Student,159,1,1122.88,04-11-2024 08:08
180.24,03-07-2023 17:03,D000106,169.67.220.37,Branch,58,Engineer,144,1,8431.23,04-11-2024 08:09
13.71,30-05-2023 17:54,D000483,189.20.224.220,Online,38,Engineer,148,1,8342.79,04-11-2024 08:11
96.54,13-03-2023 17:26,D000387,69.61.96.139,Branch,58,Retired,95,1,7182.22,04-11-2024 08:10
79.35,29-05-2023 17:02,D000277,161.161.26.115,Online,67,Retired,70,1,1692.15,04-11-2024 08:09
101.04,10-07-2023 18:16,D000020,143.212.47.226,ATM,27,Student,160,1,1695.57,04-11-2024 08:06
74.42,23-11-2023 17:23,D000273,76.136.92.235,Online,49,Engineer,68,1,6264.21,04-11-2024 08:11
39.66,18-05-2023 16:16,D000680,200.136.146.93,Branch,52,Engineer,169,1,8497.34,04-11-2024 08:07
99.36,09-05-2023 16:55,D000019,93.151.52.152,ATM,40,Doctor,46,1,1272.12,04-11-2024 08:09
123.85,25-08-2023 18:47,D000274,105.136.156.29,Online,56,Engineer,244,1,3959.62,04-11-2024 08:06
426.93,25-12-2023 17:05,D000129,3.70.1.133,ATM,19,Student,248,1,476.19,04-11-2024 08:09
133.73,16-05-2023 16:21,D000664,83.80.89.29,Online,25,Student,123,1,1872.22,04-11-2024 08:09
222.39,23-08-2023 16:32,D000008,180.224.54.115,Online,49,Engineer,73,1,3117.39,04-11-2024 08:10
215.94,05-06-2023 16:06,D000037,53.218.177.171,Online,22,Student,140,1,1841.69,04-11-2024 08:10
6.3,14-12-2023 18:52,D000539,210.160.90.52,Branch,80,Retired,283,5,7697.68,04-11-2024 08:12
826.23,31-05-2023 16:25,D000056,153.178.166.93,ATM,29,Doctor,209,1,7580.59,04-11-2024 08:07
416.37,11-10-2023 16:14,D000686,198.24.183.157,Online,35,Engineer,67,1,7936.91,04-11-2024 08:08
131.46,15-05-2023 16:37,D000287,146.69.70.214,Branch,67,Retired,258,1,6642.33,04-11-2024 08:11
202.86,22-05-2023 17:24,D000589,93.169.212.219,Branch,61,Doctor,149,1,7642.25,04-11-2024 08:08
268.39,26-06-2023 18:25,D000015,65.164.3.100,ATM,26,Student,171,1,136.74,04-11-2024 08:06
194.85,12-09-2023 16:50,D000601,148.234.210.167,Online,23,Student,130,4,319.84,04-11-2024 08:08
137.35,29-03-2023 18:12,D000051,37.213.85.222,Online,40,Doctor,220,1,12662.66,04-11-2024 08:10
712.75,26-05-2023 17:07,D000573,57.166.147.242,Branch,44,Doctor,25,1,8126.06,04-11-2024 08:09
353.82,10-04-2023 17:57,D000043,72.128.135.172,ATM,42,Doctor,143,1,705.75,04-11-2024 08:06
507.25,30-10-2023 17:21,D000672,112.196.12.19,Branch,73,Retired,143,1,5331.57,04-11-2024 08:11
212.74,14-12-2023 18:53,D000110,220.179.173.114,Branch,27,Engineer,128,1,7645.47,04-11-2024 08:07
364.42,10-10-2023 17:07,D000469,120.32.147.210,ATM,51,Engineer,146,1,8119.73,04-11-2024 08:09
195.12,25-07-2023 17:42,D000603,199.103.32.145,ATM,46,Doctor,144,1,6101.15,04-11-2024 08:10
230.61,04-09-2023 16:41,D000083,97.4.209.133,Branch,80,Retired,204,1,2561.42,04-11-2024 08:09
739.28,19-06-2023 16:46,D000576,20.147.6.179,Branch,58,Doctor,47,1,11905.64,04-11-2024 08:11
390.35,26-09-2023 18:36,D000274,101.223.82.253,ATM,64,Doctor,61,1,7095.88,04-11-2024 08:10
242.03,13-03-2023 16:08,D000605,219.98.242.240,Online,58,Engineer,124,1,4382.73,04-11-2024 08:07
242.39,20-11-2023 16:29,D000451,26.105.49.129,ATM,18,Student,271,1,1328.73,04-11-2024 08:06
135.03,24-02-2023 17:00,D000029,74.58.165.67,ATM,23,Student,180,1,1278,04-11-2024 08:08
83.5,15-05-2023 18:47,D000446,34.92.221.183,Branch,61,Retired,91,5,1749.79,04-11-2024 08:07
193.54,24-10-2023 16:43,D000150,196.244.194.198,Branch,80,Retired,267,1,2929.51,04-11-2024 08:08
617.36,21-11-2023 17:05,D000137,42.219.228.159,Branch,29,Engineer,61,1,8926.38,04-11-2024 08:09
775.23,07-08-2023 16:40,D000220,112.222.0.29,Online,59,Doctor,38,1,5977.59,04-11-2024 08:07
266.57,26-09-2023 17:07,D000223,91.204.200.167,ATM,72,Retired,100,1,7676.92,04-11-2024 08:09
153.4,31-03-2023 17:36,D000599,162.58.247.55,ATM,45,Engineer,144,1,4657.7,04-11-2024 08:08
946.94,11-12-2023 17:19,D000019,30.92.249.132,Branch,53,Retired,251,1,5579.11,04-11-2024 08:07
5.12,13-10-2023 16:08,D000660,188.205.152.176,Branch,34,Engineer,90,1,3293.01,04-11-2024 08:10
119.11,30-06-2023 16:31,D000078,200.13.225.150,ATM,57,Engineer,131,1,7998.25,04-11-2024 08:09
1096.7,27-03-2023 16:51,D000234,167.164.55.0,Online,24,Student,147,1,1093.89,04-11-2024 08:11
119.72,03-02-2023 18:15,D000445,147.227.81.224,Branch,30,Engineer,123,1,3435.34,04-11-2024 08:10
107.4,22-06-2023 16:47,D000271,146.69.70.214,Online,58,Doctor,32,1,344.07,04-11-2024 08:08
115.92,17-01-2023 18:42,D000386,204.34.243.93,ATM,53,Retired,57,1,3897.17,04-11-2024 08:09
438.04,24-08-2023 18:54,D000694,80.92.209.207,ATM,67,Retired,247,1,5358.95,04-11-2024 08:06
677.29,01-05-2023 18:28,D000016,49.172.82.247,Online,27,Engineer,287,1,627.79,04-11-2024 08:07
296,15-05-2023 16:25,D000623,32.71.250.58,Branch,35,Doctor,248,1,7418.82,04-11-2024 08:06
299.09,16-01-2023 16:14,D000540,113.115.81.178,Branch,36,Engineer,84,1,5615.26,04-11-2024 08:08
461.52,15-05-2023 16:40,D000670,59.127.135.25,Branch,24,Student,44,1,1995.18,04-11-2024 08:08
100.52,30-01-2023 17:28,D000140,113.115.81.178,ATM,50,Engineer,110,1,453.39,04-11-2024 08:11
85.35,05-07-2023 16:08,D000514,100.4.40.132,ATM,66,Retired,166,1,2173.76,04-11-2024 08:06
79.76,06-02-2023 16:26,D000268,157.130.28.27,Branch,39,Engineer,170,1,6452.14,04-11-2024 08:09
778.49,03-07-2023 16:48,D000102,161.71.2.223,Online,75,Retired,107,1,7713.67,04-11-2024 08:09
386.38,24-01-2023 16:00,D000461,203.197.235.35,Online,42,Engineer,135,1,5528.36,04-11-2024 08:10
165.25,24-11-2023 17:11,D000124,70.130.169.235,Online,35,Doctor,106,1,9939.94,04-11-2024 08:11
14.29,28-02-2023 16:28,D000317,90.111.245.138,ATM,34,Engineer,150,1,7016.99,04-11-2024 08:08
232.79,20-09-2023 17:36,D000160,6.234.101.35,Branch,55,Retired,145,1,2661.3,04-11-2024 08:11
1237.56,13-11-2023 17:49,D000077,219.96.187.255,Branch,60,Engineer,159,1,9410.17,04-11-2024 08:11
92.29,15-02-2023 16:17,D000264,210.136.14.108,Branch,54,Engineer,115,1,2026.32,04-11-2024 08:11
293.97,13-11-2023 17:34,D000444,56.89.80.133,Branch,68,Retired,153,1,7371.85,04-11-2024 08:08
136.32,11-10-2023 18:50,D000548,217.233.219.196,Online,19,Student,113,1,264.83,04-11-2024 08:09
251.06,06-12-2023 17:27,D000593,195.237.152.198,Online,36,Doctor,34,1,10001.66,04-11-2024 08:10
50.17,18-09-2023 16:57,D000549,25.188.196.47,ATM,77,Retired,35,1,7752.14,04-11-2024 08:10
21.4,26-12-2023 16:07,D000537,198.166.198.233,Branch,34,Engineer,258,1,9594.11,04-11-2024 08:11
73.28,10-03-2023 17:33,D000137,206.84.69.39,Branch,21,Student,21,1,1329.41,04-11-2024 08:10
70.23,13-09-2023 16:18,D000293,146.47.189.38,ATM,38,Doctor,260,1,11624.93,04-11-2024 08:07
689.29,06-01-2023 17:30,D000286,166.41.54.117,ATM,22,Student,100,1,168.84,04-11-2024 08:07
745.03,03-08-2023 17:42,D000031,30.92.249.132,Online,28,Student,231,1,160.57,04-11-2024 08:09
54.61,04-12-2023 16:10,D000079,39.163.103.27,ATM,58,Engineer,160,1,7135.64,04-11-2024 08:07
54.05,25-04-2023 16:53,D000373,167.104.180.235,Branch,27,Student,146,1,469.14,04-11-2024 08:11
107.47,12-04-2023 17:39,D000606,59.208.79.116,Online,67,Retired,144,1,7517.5,04-11-2024 08:12
611.11,18-10-2023 18:32,D000215,141.201.46.191,ATM,20,Student,282,4,919.84,04-11-2024 08:11
219.63,10-11-2023 16:06,D000220,146.47.189.38,ATM,48,Doctor,44,1,8013.63,04-11-2024 08:07
188.7,10-02-2023 16:01,D000501,55.139.104.163,Branch,54,Retired,123,1,5077.06,04-11-2024 08:09
93.52,14-08-2023 17:41,D000430,190.251.45.32,Online,51,Engineer,97,1,2791.2,04-11-2024 08:08
275.92,18-09-2023 18:47,D000315,112.196.12.19,Branch,62,Retired,107,1,1777.38,04-11-2024 08:07
376.79,30-01-2023 17:47,D000242,143.212.47.226,Branch,68,Retired,265,1,7749.14,04-11-2024 08:08
8.98,21-08-2023 16:07,D000229,188.225.207.71,Online,66,Retired,56,1,4516.76,04-11-2024 08:10
697.32,11-05-2023 16:30,D000277,163.58.140.206,Online,68,Retired,91,1,2016.02,04-11-2024 08:11
17.45,13-09-2023 16:41,D000630,28.149.72.129,ATM,18,Student,88,1,1959.52,04-11-2024 08:09
302.16,18-10-2023 17:47,D000123,84.237.126.96,Online,80,Retired,138,5,3876.61,04-11-2024 08:07
442.74,16-10-2023 17:47,D000563,141.241.241.128,Branch,23,Student,136,1,1790.27,04-11-2024 08:09
623.9,08-08-2023 17:44,D000162,206.84.69.39,ATM,27,Student,249,1,711.47,04-11-2024 08:10
445.41,20-11-2023 16:27,D000039,185.23.87.107,ATM,35,Doctor,235,3,12154.66,04-11-2024 08:08
63.41,24-11-2023 17:29,D000116,141.241.241.128,ATM,26,Student,36,1,1546.22,04-11-2024 08:07
346.85,03-11-2023 18:33,D000128,13.149.61.4,ATM,44,Doctor,88,1,7208.15,04-11-2024 08:10
71.95,13-02-2023 16:39,D000410,162.58.247.55,Online,59,Engineer,53,1,9267.32,04-11-2024 08:06
7.5,17-02-2023 16:08,D000181,203.197.235.35,Online,63,Retired,36,1,6485.78,04-11-2024 08:11
206.46,27-11-2023 18:26,D000620,110.150.1.201,ATM,65,Retired,279,1,3984.38,04-11-2024 08:06
423.11,25-07-2023 18:41,D000113,64.57.44.102,ATM,60,Engineer,47,1,412.78,04-11-2024 08:10
35.84,28-03-2023 17:23,D000422,35.73.67.98,Online,54,Retired,172,1,4795.65,04-11-2024 08:10
88.6,14-02-2023 17:01,D000403,170.54.231.239,Branch,28,Student,105,1,246.57,04-11-2024 08:08
1431.3,04-09-2023 18:46,D000563,7.105.184.86,ATM,18,Student,168,1,1058.13,04-11-2024 08:11
53.81,16-10-2023 16:55,D000663,34.86.220.205,ATM,55,Engineer,37,2,2564.62,04-11-2024 08:12
22.46,17-05-2023 16:03,D000602,147.119.62.178,Online,54,Retired,78,1,6631.5,04-11-2024 08:07
334.89,20-07-2023 18:23,D000697,32.13.122.242,Online,21,Student,260,1,1661.68,04-11-2024 08:08
319.27,20-07-2023 16:58,D000457,214.67.148.245,Online,54,Retired,59,1,5504.01,04-11-2024 08:06
